speciesID	GBIF	species
290310313	urn:lsid:faunaeur.org:taxname:127794	Phytomyza ranunculi
290308858	urn:lsid:faunaeur.org:taxname:377377	Brassicogethes viridescens
290310311	urn:lsid:faunaeur.org:taxname:128141	Liriomyza hieracii
290309039	urn:lsid:faunaeur.org:taxname:377573	Fabogethes nigrescens
290311019	urn:lsid:faunaeur.org:taxname:128537	Cerodontha superciliosa
290309762	urn:lsid:faunaeur.org:taxname:128020	Napomyza scrophulariae
290309307		Mesagroicus pilifer
290308019	urn:lsid:faunaeur.org:taxname:447205	Spodoptera littoralis
290309822	urn:lsid:faunaeur.org:taxname:406767	Phorbia sepia
290309038	urn:lsid:faunaeur.org:taxname:377348	Brassicogethes coracinus
290307839	urn:lsid:faunaeur.org:taxname:254525	Sitona macularius
290310622	n:lsid:faunaeur.org:taxname:128487	Cerodontha flavocingulata
290310157	urn:lsid:faunaeur.org:taxname:235926	Ctenicera cuprea
290309610	urn:lsid:faunaeur.org:taxname:248100	Lixus juncii
290310167	urn:lsid:faunaeur.org:taxname:248806	Cleonis pigra
290310838	urn:lsid:faunaeur.org:taxname:127512	Phytomyza autumnalis
290310600	urn:lsid:faunaeur.org:taxname:60902	Lasiosina brevisurstylata
290309794	urn:lsid:faunaeur.org:taxname:60827	Elachiptera tuberculifera
290310898	urn:lsid:faunaeur.org:taxname:60763	Conioscinella frontella
290311372	urn:lsid:faunaeur.org:taxname:254514	Sitona lepidus
290308472	urn:lsid:faunaeur.org:taxname:449550	Diachrysia chrysitis
290307838	urn:lsid:faunaeur.org:taxname:250647	Archarius salicivorus
290308003	urn:lsid:faunaeur.org:taxname:243368	Altica oleracea
290309253	urn:lsid:faunaeur.org:taxname:256524	Ceutorhynchus picitarsis
290307144	urn:lsid:faunaeur.org:taxname:377843	Glischrochilus hortensis
290309755	urn:lsid:faunaeur.org:taxname:128388	Cerodontha denticornis
290308220	urn:lsid:faunaeur.org:taxname:137600	Hydrellia griseola
290309815	urn:lsid:faunaeur.org:taxname:406687	Pegomya rufina
290311616	urn:lsid:faunaeur.org:taxname:236263	Prosternon tessellatum
290308071	urn:lsid:faunaeur.org:taxname:256498	Ceutorhynchus napi
290309280	urn:lsid:faunaeur.org:taxname:354396	Tenthredo flaveola
290310629	urn:lsid:faunaeur.org:taxname:128151	Liriomyza intonsa
290307763	urn:lsid:faunaeur.org:taxname:242038	Chrysolina fastuosa
290310428	urn:lsid:faunaeur.org:taxname:61003	Oscinella maura
290308436	urn:lsid:faunaeur.org:taxname:448087	Tholera cespitis
290309817	urn:lsid:faunaeur.org:taxname:406707	Pegomya testacea
290308430	urn:lsid:faunaeur.org:taxname:447994	Ammoconia caecimacula
290309753	urn:lsid:faunaeur.org:taxname:128939	Agromyza rondensis
290311439	urn:lsid:faunaeur.org:taxname:114448	Neodorcadion bilineatum
290311037	urn:lsid:faunaeur.org:taxname:354022	Trachelus tabidus
290310602	urn:lsid:faunaeur.org:taxname:243532	Oulema rufocyanea
290311082	urn:lsid:faunaeur.org:taxname:406746	Phorbia fumigata
290308091	urn:lsid:faunaeur.org:taxname:235381	Adrastus pallens
290308923		Ceutorhynchus pollinarius
290308134	urn:lsid:faunaeur.org:taxname:402562	Chorthippus brunneus
290309821	urn:lsid:faunaeur.org:taxname:406722	Pegomya winthemi
290308395	urn:lsid:faunaeur.org:taxname:444540	Aplocera praeformata
290309045	urn:lsid:faunaeur.org:taxname:128298	Chromatomyia horticola
290308406	urn:lsid:faunaeur.org:taxname:444333	Scopula rubiginata
290310555	urn:lsid:faunaeur.org:taxname:128831	Agromyza ambigua
290308783	urn:lsid:faunaeur.org:taxname:236297	Selatosomus confluens rugosus
290311263	urn:lsid:faunaeur.org:taxname:254500	Sitona humeralis
290308468	urn:lsid:faunaeur.org:taxname:447196	Pseudeustrotia candidula
290308074	urn:lsid:faunaeur.org:taxname:256379	Ceutorhynchus assimilis
290309816	urn:lsid:faunaeur.org:taxname:406693	Pegomya setaria
290311306	urn:lsid:faunaeur.org:taxname:255485	Polydrusus tereticollis
290307878	urn:lsid:faunaeur.org:taxname:243541	Lema cyanella
290309049	urn:lsid:faunaeur.org:taxname:406305	Delia florilega
290307582	urn:lsid:faunaeur.org:taxname:448368	Leucania loreyi
290310624	urn:lsid:faunaeur.org:taxname:128122	Liriomyza eupatorii
290310284	urn:lsid:faunaeur.org:taxname:448843	Noctua pronuba
290310639	urn:lsid:faunaeur.org:taxname:127730	Phytomyza nigripennis
290308485	urn:lsid:faunaeur.org:taxname:446996	Spilosoma lutea
290311614	urn:lsid:faunaeur.org:taxname:254547	Sitona striatellus
290308929	urn:lsid:faunaeur.org:taxname:254599	Tanymecus palliatus
290310637	urn:lsid:faunaeur.org:taxname:127540	Phytomyza chaerophylli
290308491	urn:lsid:faunaeur.org:taxname:446414	Pterostoma palpina
290310632	urn:lsid:faunaeur.org:taxname:127988	Napomyza achilleanella
290308456	urn:lsid:faunaeur.org:taxname:447443	Apamea monoglypha
290310900	urn:lsid:faunaeur.org:taxname:60907	Lasiosina herpini
290311440	urn:lsid:faunaeur.org:taxname:101362	Anthaxia nitidula
290310788	urn:lsid:faunaeur.org:taxname:254483	Sitona cinnamomeus
290310765	urn:lsid:faunaeur.org:taxname:60931	Melanochaeta pubescens
290309293	urn:lsid:faunaeur.org:taxname:247512	Hypera postica
290309096	urn:lsid:faunaeur.org:taxname:254163	Peritelus familiaris
290308650	urn:lsid:faunaeur.org:taxname:243211	Chaetocnema conducta
290308100	urn:lsid:faunaeur.org:taxname:236150	Melanotus brunnipes
290308376	urn:lsid:faunaeur.org:taxname:441684	Vanessa atalanta
290310619	urn:lsid:faunaeur.org:taxname:128900	Agromyza nana
290309614	urn:lsid:faunaeur.org:taxname:243438	Cassida vittata
290308787	urn:lsid:faunaeur.org:taxname:235536	Ampedus praeustus
290308442	urn:lsid:faunaeur.org:taxname:448404	Mythimna albipuncta
290307145	urn:lsid:faunaeur.org:taxname:128511	Cerodontha incisa
290308462	urn:lsid:faunaeur.org:taxname:447316	Athetis furvula
290309758	urn:lsid:faunaeur.org:taxname:128183	Liriomyza phryne
290308412	urn:lsid:faunaeur.org:taxname:446275	Isturgia arenacearia
290310766	urn:lsid:faunaeur.org:taxname:128074	Liriomyza bryoniae
290307884	urn:lsid:faunaeur.org:taxname:440885	Pieris rapae
290309757	urn:lsid:faunaeur.org:taxname:128176	Liriomyza orbona
290307907	urn:lsid:faunaeur.org:taxname:439614	Cnephasia chrysantheana
290308422	urn:lsid:faunaeur.org:taxname:445442	Chlorissa cloraria
290307177	urn:lsid:faunaeur.org:taxname:449434	Acronicta rumicis
290311017	urn:lsid:faunaeur.org:taxname:128528	Cerodontha pygmaea
290310817	urn:lsid:faunaeur.org:taxname:448378
29	Mythimna conigera
290309605	urn:lsid:faunaeur.org:taxname:250600	Aubeonymus mariaefranciscae
290307886	urn:lsid:faunaeur.org:taxname:440887	Pieris napi
290309276	urn:lsid:faunaeur.org:taxname:61342	Scaptomyza flava
290308450	urn:lsid:faunaeur.org:taxname:447346	Dypterygia scabriuscula
290311374	urn:lsid:faunaeur.org:taxname:256875	Asperogronops inaequalis
290308369	urn:lsid:faunaeur.org:taxname:440867	Anthocharis cardamines
290309764	urn:lsid:faunaeur.org:taxname:127578	Phytomyza crassiseta
290308378	urn:lsid:faunaeur.org:taxname:441285	Coenonympha pamphilus
290307791	urn:lsid:faunaeur.org:taxname:402751	Calliptamus italicus
290308426	urn:lsid:faunaeur.org:taxname:448466	Agrotis exclamationis
290309670	urn:lsid:faunaeur.org:taxname:254909	Philopedon plagiatum
290308202	urn:lsid:faunaeur.org:taxname:449523	Abrostola triplasia
290308397	urn:lsid:faunaeur.org:taxname:444849	Eupithecia innotata
290311211	urn:lsid:faunaeur.org:taxname:441744	Argynnis paphia
290311373	urn:lsid:faunaeur.org:taxname:254762	Chlorophanus viridis
290308460	urn:lsid:faunaeur.org:taxname:447236	Caradrina morpheus
290310646	urn:lsid:faunaeur.org:taxname:127745	Phytomyza obscurella
290308461	urn:lsid:faunaeur.org:taxname:447320	Athetis lepigone
290310790	urn:lsid:faunaeur.org:taxname:246468	Ischnopterapion virens
290308407	urn:lsid:faunaeur.org:taxname:444368	Scopula flaccidaria
290309040	urn:lsid:faunaeur.org:taxname:377517	Sagittogethes maurus
290310857	urn:lsid:faunaeur.org:taxname:448819	Graphiphora augur
290309099	urn:lsid:faunaeur.org:taxname:256608	Ceutorhynchus typhae
290308358	urn:lsid:faunaeur.org:taxname:434016	Plutella xylostella
290310789	urn:lsid:faunaeur.org:taxname:254556	Sitona suturalis
290308367	urn:lsid:faunaeur.org:taxname:440831	Gonepteryx rhamni
290311308	urn:lsid:faunaeur.org:taxname:60954	Meromyza nigriseta
290308827	urn:lsid:faunaeur.org:taxname:449369	Tyta luctuosa
290309749	urn:lsid:faunaeur.org:taxname:128817	Agromyza albipennis
290308417	urn:lsid:faunaeur.org:taxname:445775	Peribatodes rhomboidaria
290310356		Hemicrepidius oblongus
290310374	urn:lsid:faunaeur.org:taxname:447522	Oria musculosa
290310644		Napomyza alpipennis
290308428	urn:lsid:faunaeur.org:taxname:448981	Axylia putris
290310630	urn:lsid:faunaeur.org:taxname:128199	Liriomyza pusio
290310023	urn:lsid:faunaeur.org:taxname:449075	Heliothis viriplaca
290307991	urn:lsid:faunaeur.org:taxname:241562	Gonioctena fornicata
290309911	urn:lsid:faunaeur.org:taxname:448268	Lacanobia blenna
290308649	urn:lsid:faunaeur.org:taxname:235775	Athous subvirgatus
290308432	urn:lsid:faunaeur.org:taxname:448262	Lacanobia suasa
290308489	urn:lsid:faunaeur.org:taxname:446959	Arctia caja
290308413	urn:lsid:faunaeur.org:taxname:445982	Apeira syringaria
290310626	urn:lsid:faunaeur.org:taxname:128173	Liriomyza occipitalis
290308469	urn:lsid:faunaeur.org:taxname:449466	Acontia trabealis
290308372	urn:lsid:faunaeur.org:taxname:441312	Pyronia tithonus
290308411	urn:lsid:faunaeur.org:taxname:446252	Narraga fasciolaria
290308394	urn:lsid:faunaeur.org:taxname:444491	Lithostege farinata
290307785	urn:lsid:faunaeur.org:taxname:447624	Sesamia cretica
290308072	urn:lsid:faunaeur.org:taxname:256511	Ceutorhynchus pallidactylus
290308420	urn:lsid:faunaeur.org:taxname:445397	Thetidia smaragdaria
290310258	urn:lsid:faunaeur.org:taxname:236061	Hemicrepidius niger
290308458	urn:lsid:faunaeur.org:taxname:447228	Hoplodrina octogenaria
290310297	urn:lsid:faunaeur.org:taxname:355561	Profenusa pygmaea
290308026	urn:lsid:faunaeur.org:taxname:449528	Chrysodeixis chalcites
290309752	urn:lsid:faunaeur.org:taxname:128905	Agromyza nigrella
290310168	urn:lsid:faunaeur.org:taxname:186627	Aclypea undata
290310787	urn:lsid:faunaeur.org:taxname:256422	Ceutorhynchus erysimi
290308371	urn:lsid:faunaeur.org:taxname:441674	Polygonia c-album
290311596		Otiorhynchus hirticornis
290310856	urn:lsid:faunaeur.org:taxname:444982	Hydriomena furcata
290308444	urn:lsid:faunaeur.org:taxname:447975	Aporophyla lutulenta
290307885	urn:lsid:faunaeur.org:taxname:440880	Pieris brassicae
290310385	urn:lsid:faunaeur.org:taxname:127995	Napomyza cichorii
290308374	urn:lsid:faunaeur.org:taxname:441686	Vanessa cardui
290309098	urn:lsid:faunaeur.org:taxname:241575	Entomoscelis adonidis
290307735	urn:lsid:faunaeur.org:taxname:447675	Xylena vetusta
290309763	urn:lsid:faunaeur.org:taxname:128692	Ophiomyia galii
290308373	urn:lsid:faunaeur.org:taxname:441303	Maniola jurtina
290308408	urn:lsid:faunaeur.org:taxname:444265	Rhodostrophia vibicaria
290307792	urn:lsid:faunaeur.org:taxname:402542	Dociostaurus maroccanus
290309043	urn:lsid:faunaeur.org:taxname:377595	Genistogethes carinulatus
290309704	urn:lsid:faunaeur.org:taxname:448531	Euxoa temera
290310897	urn:lsid:faunaeur.org:taxname:61022	Oscinimorpha novakii
290307796	urn:lsid:faunaeur.org:taxname:230144	Subcoccinella vigintiquatuorpunctata
290308388	urn:lsid:faunaeur.org:taxname:440724	Thymelicus lineola
290307799	urn:lsid:faunaeur.org:taxname:448264	Lacanobia oleracea
290308446	urn:lsid:faunaeur.org:taxname:447737	Agrochola lychnidis
290310253	urn:lsid:faunaeur.org:taxname:355652	Phymatocera aterrima
290310403	urn:lsid:faunaeur.org:taxname:406320	Delia longicauda
290308473	urn:lsid:faunaeur.org:taxname:449557	Macdunnoughia confusa
290309756	urn:lsid:faunaeur.org:taxname:128322	Chromatomyia nigra
290311619	urn:lsid:faunaeur.org:taxname:124589	Olibrus bimaculatus
290310302	urn:lsid:faunaeur.org:taxname:124551	Stilbus testaceus
290311239	urn:lsid:faunaeur.org:taxname:124578	Olibrus aeneus
290307851	urn:lsid:faunaeur.org:taxname:124612	Olibrus millefolii
290309408	urn:lsid:faunaeur.org:taxname:407453	Chironomus plumosus
290309806	urn:lsid:faunaeur.org:taxname:406490	Hylemya nigrimana
290311522	urn:lsid:faunaeur.org:taxname:407013	Polypedilum convictum
290309561	urn:lsid:faunaeur.org:taxname:81289	Lasius fuliginosus
290311519	urn:lsid:faunaeur.org:taxname:407127	Microtendipes pedellus
290307482	urn:lsid:faunaeur.org:taxname:263727	Bledius gallicus
290309807	urn:lsid:faunaeur.org:taxname:406493	Hylemya vagans
290309808	urn:lsid:faunaeur.org:taxname:406599	Paregle vetula
290311521	urn:lsid:faunaeur.org:taxname:406970	Polypedilum laetum
290311523	urn:lsid:faunaeur.org:taxname:406892	Stenochironomus ranzii
290309476	urn:lsid:faunaeur.org:taxname:407391	Chironomus annularius
290311524	urn:lsid:faunaeur.org:taxname:406869	Synendotendipes impar
290311518	urn:lsid:faunaeur.org:taxname:407175	Harnischia fuscimanus
290309409	urn:lsid:faunaeur.org:taxname:407465	Chironomus riparius
290309863	urn:lsid:faunaeur.org:taxname:65964	Rhingia campestris
290308086	urn:lsid:faunaeur.org:taxname:188453	Lethrus apterus
290310397	urn:lsid:faunaeur.org:taxname:138848	Coenosia rufipalpis
290310840	urn:lsid:faunaeur.org:taxname:138999	Helina impuncta
290307325	urn:lsid:faunaeur.org:taxname:263116	Platystethus spinosus
290310836		Polietes albolineata
290310426	urn:lsid:faunaeur.org:taxname:139133	Phaonia trimaculata
290310396	urn:lsid:faunaeur.org:taxname:138831	Coenosia mollicula
290307673	urn:lsid:faunaeur.org:taxname:263097	Platystethus cornutus
290309748	urn:lsid:faunaeur.org:taxname:62200	Sapromyzosoma quadricincta
290310826	urn:lsid:faunaeur.org:taxname:138213	Platypalpus rapidus
290308057	urn:lsid:faunaeur.org:taxname:62020	Calliopum aeneum
290307191	urn:lsid:faunaeur.org:taxname:263103	Platystethus nitens
290309890	urn:lsid:faunaeur.org:taxname:139150	Eudasyphora cyanella
290310520		Platystethus arenarius
290310529	urn:lsid:faunaeur.org:taxname:263094	Platystethus capito
290309894	urn:lsid:faunaeur.org:taxname:139211	Muscina levida
290309893	urn:lsid:faunaeur.org:taxname:138911	Myospila meditabunda
290308800	urn:lsid:faunaeur.org:taxname:397099	Lucilia illustris
290310812	urn:lsid:faunaeur.org:taxname:139168	Musca autumnalis
290310990	urn:lsid:faunaeur.org:taxname:139214	Muscina stabulans
290310398	urn:lsid:faunaeur.org:taxname:138868	Schoenomyza litorella
290310842		Lispe caesia
290308626	urn:lsid:faunaeur.org:taxname:376499	Scutigerella remyi
290310436	urn:lsid:faunaeur.org:taxname:65204	Brachypalpus valgus
290308261	urn:lsid:faunaeur.org:taxname:403692	Bradysia angustoocularis
290309717	urn:lsid:faunaeur.org:taxname:404135	Corynoptera globiformis
290309745	urn:lsid:faunaeur.org:taxname:63751	Megaselia subnudipennis
290310562	urn:lsid:faunaeur.org:taxname:397130	Onesia floralis
290309668	urn:lsid:faunaeur.org:taxname:329131	Polydesmus coriaceus
290311098	urn:lsid:faunaeur.org:taxname:404358	Epidapus atomarius
290309728	urn:lsid:faunaeur.org:taxname:62749	Lonchoptera lutea
290310380	urn:lsid:faunaeur.org:taxname:404601	Peyerimhoffia hybrida
290308930	urn:lsid:faunaeur.org:taxname:413475	Dermestes frischi
290310848		Copromyza atra
290309742	urn:lsid:faunaeur.org:taxname:63692	Megaselia pulicaria
290309874	urn:lsid:faunaeur.org:taxname:66103	Xylota sylvarum
290310830	urn:lsid:faunaeur.org:taxname:65438	Dasysyrphus venustus
290308620	urn:lsid:faunaeur.org:taxname:325039	Nopoiulus kochii
290310389	urn:lsid:faunaeur.org:taxname:64427	Spelobia palmata
290308617	urn:lsid:faunaeur.org:taxname:329044	Brachydesmus superus
290310963	urn:lsid:faunaeur.org:taxname:147433	Tipula subcunctans
290310382	urn:lsid:faunaeur.org:taxname:62746	Lonchoptera bifurcata
290308262	urn:lsid:faunaeur.org:taxname:403840	Bradysia nitidicollis
290308260	urn:lsid:faunaeur.org:taxname:403723	Bradysia confinis
290308289	urn:lsid:faunaeur.org:taxname:63820	Metopina oligoneura
290308288	urn:lsid:faunaeur.org:taxname:192920	Reichertella nigra
290308275	urn:lsid:faunaeur.org:taxname:192967	Coboldia fuscipes
290308126	urn:lsid:faunaeur.org:taxname:176201	Punctoribates punctum
290310303	urn:lsid:faunaeur.org:taxname:123234	Ptomaphagus subvillosus
290311629	urn:lsid:faunaeur.org:taxname:65547	Eumerus sulcitibius
290308302	urn:lsid:faunaeur.org:taxname:63822	Metopina perpusilla
290309747	urn:lsid:faunaeur.org:taxname:63826	Metopina ulrichi
290310339	urn:lsid:faunaeur.org:taxname:63535	Megaselia gregaria
290308400	urn:lsid:faunaeur.org:taxname:444228	Idaea aversata
290307952	urn:lsid:faunaeur.org:taxname:65167	Anasimyia transfuga
290307154	urn:lsid:faunaeur.org:taxname:169475	Ectopsocus briggsi
290308717		Ramusella insculpta
290310392	urn:lsid:faunaeur.org:taxname:64436	Spelobia rufilabris
290308710	urn:lsid:faunaeur.org:taxname:177181	Protoribates lagenula
290310388	urn:lsid:faunaeur.org:taxname:64628	Limosina silvatica
290308122	urn:lsid:faunaeur.org:taxname:177243	Scheloribates laevigatus
290309776	urn:lsid:faunaeur.org:taxname:64750	Ischiolepta pusilla
290310202		Rhizoglyphus robini
290308219	urn:lsid:faunaeur.org:taxname:413300	Bibio hortulanus
290309669	urn:lsid:faunaeur.org:taxname:329091	Polydesmus angustus
290311099		Cratyna vagabunda
290310565	urn:lsid:faunaeur.org:taxname:404778	Sciara hemerobioides
290308280	urn:lsid:faunaeur.org:taxname:413291	Bibio ferruginatus
290308271	urn:lsid:faunaeur.org:taxname:404607	Peyerimhoffia vagabunda
290309715	urn:lsid:faunaeur.org:taxname:403933	Bradysia scabricornis
290310379	urn:lsid:faunaeur.org:taxname:193014	Anapausis rectinervis
290310186		Glycyphagus domesticus
290308276	urn:lsid:faunaeur.org:taxname:192947	Efcookella albitarsis
290311095	urn:lsid:faunaeur.org:taxname:403924	Bradysia rufescens
290308618	urn:lsid:faunaeur.org:taxname:329011	Brachydesmus proximus
290309784	urn:lsid:faunaeur.org:taxname:64507	Pullimosina heteroneura
290310270	urn:lsid:faunaeur.org:taxname:329123	Polydesmus complanatus
290311618		Paramecosoma melanocephala
290309777	urn:lsid:faunaeur.org:taxname:64634	Leptocera caenosa
290309780	urn:lsid:faunaeur.org:taxname:64603	Minilimosina fungicola
290310936	urn:lsid:faunaeur.org:taxname:65986	Sericomyia silentis
290309781	urn:lsid:faunaeur.org:taxname:64608	Minilimosina parvula
290311364	urn:lsid:faunaeur.org:taxname:65206	Caliprobola speciosa
290311299	urn:lsid:faunaeur.org:taxname:186373	Nicrophorus investigator
290310940	urn:lsid:faunaeur.org:taxname:66104	Xylota tarda
290308292	urn:lsid:faunaeur.org:taxname:63945	Triphleba nudipalpalis
290308295	urn:lsid:faunaeur.org:taxname:63321	Conicera dauci
290309729	urn:lsid:faunaeur.org:taxname:63320	Conicera crassicosta
290308799	urn:lsid:faunaeur.org:taxname:397096	Lucilia caesar
290310849		Leptocera claviventris
290310846		Sphaerocera pusilla
290309867	urn:lsid:faunaeur.org:taxname:65485	Eristalis pertinax
290308399	urn:lsid:faunaeur.org:taxname:444182	Idaea dimidiata
290308401	urn:lsid:faunaeur.org:taxname:444042	Idaea ochrata
290309880	urn:lsid:faunaeur.org:taxname:65579	Ferdinandea cuprea
290308719	urn:lsid:faunaeur.org:taxname:177493	Suctobelbella nasalis
290310416	urn:lsid:faunaeur.org:taxname:64683	Coproica vagans
290311126		Oppia nova
290309788	urn:lsid:faunaeur.org:taxname:64405	Spelobia ochripes
290310281	urn:lsid:faunaeur.org:taxname:187583	Atomaria pulchra
290310318	urn:lsid:faunaeur.org:taxname:64297	Saltella sphondylii
290308718		Oppia elongata
290308300	urn:lsid:faunaeur.org:taxname:63818	Metopina galeata
290308120	urn:lsid:faunaeur.org:taxname:176538	Oppiella nova
290309783	urn:lsid:faunaeur.org:taxname:64523	Pteremis fenestralis
290310742	urn:lsid:faunaeur.org:taxname:327930	Cylindroiulus caeruleocinctus
290309774	urn:lsid:faunaeur.org:taxname:64655	Elachisoma aterrimum
290308708	urn:lsid:faunaeur.org:taxname:176234	Nothrus biciliatus
290309891	urn:lsid:faunaeur.org:taxname:64265	Sepsis duplicata
290308628	urn:lsid:faunaeur.org:taxname:398442	Proturentomon condei
290308264	urn:lsid:faunaeur.org:taxname:403986	Bradysia urticae
290311120	urn:lsid:faunaeur.org:taxname:176516	Oppia minutissima
290310960	urn:lsid:faunaeur.org:taxname:146791	Nephrotoma cornicina
290310340	urn:lsid:faunaeur.org:taxname:63553	Megaselia hortensis
290310959	urn:lsid:faunaeur.org:taxname:146779	Nephrotoma analis
290310409	urn:lsid:faunaeur.org:taxname:413351	Bibio venosus
290311097	urn:lsid:faunaeur.org:taxname:404187	Corynoptera perpusilla
290309910	urn:lsid:faunaeur.org:taxname:146783	Nephrotoma appendiculata
290310967		Prinocera subserricornis
290310305	urn:lsid:faunaeur.org:taxname:147576	Trichocera regelationis
290308270	urn:lsid:faunaeur.org:taxname:404546	Lycoriella castanescens
290308658	urn:lsid:faunaeur.org:taxname:146860	Nephrotoma submaculosa
290308266	urn:lsid:faunaeur.org:taxname:404239	Corynoptera tetrachaeta
290309712	urn:lsid:faunaeur.org:taxname:192895	Scatopse notata
290309622	urn:lsid:faunaeur.org:taxname:141534	Psychoda albipennis
290310961	urn:lsid:faunaeur.org:taxname:146855	Nephrotoma scurra
290308700	urn:lsid:faunaeur.org:taxname:176596	Ramusella gyrata
290310822	urn:lsid:faunaeur.org:taxname:141561	Psychoda phalaenoides
290309706	urn:lsid:faunaeur.org:taxname:413367	Dilophus femoratus
290308698	urn:lsid:faunaeur.org:taxname:175650	Allogalumna italica
290308281	urn:lsid:faunaeur.org:taxname:146332	Cheilotrichia cinerascens
290308621	urn:lsid:faunaeur.org:taxname:376462	Symphylella vulgaris
290310206		Berniella bicarinata
290308277	urn:lsid:faunaeur.org:taxname:192889	Swammerdamella brevicornis
290309775	urn:lsid:faunaeur.org:taxname:64647	Herniosina pollex
290311238	urn:lsid:faunaeur.org:taxname:187627	Atomaria atricapilla
290310745	urn:lsid:faunaeur.org:taxname:328721	Unciger foetidus
290309782	urn:lsid:faunaeur.org:taxname:64580	Opalimosina mirabilis
290308701	urn:lsid:faunaeur.org:taxname:174993	Camisia horrida
290308273	urn:lsid:faunaeur.org:taxname:404733	Scatopsciara vitripennis
290310393	urn:lsid:faunaeur.org:taxname:64393	Telomerina pseudoleucoptera
290308712	urn:lsid:faunaeur.org:taxname:177245	Scheloribates latipes
290309769	urn:lsid:faunaeur.org:taxname:64713	Apteromyia claviventris
290309871	urn:lsid:faunaeur.org:taxname:65419	Criorhina berberina
290310424	urn:lsid:faunaeur.org:taxname:64439	Spelobia talis
290307951	urn:lsid:faunaeur.org:taxname:65491	Eristalis tenax
290310347	urn:lsid:faunaeur.org:taxname:64585	Opacifrons coxata
290308711	urn:lsid:faunaeur.org:taxname:176191	Punctoribates hexagonus
290311603	urn:lsid:faunaeur.org:taxname:123202	Apocatops nigrita
290311361	urn:lsid:faunaeur.org:taxname:66076	Tropidia scita
290311605	urn:lsid:faunaeur.org:taxname:121014	Agathidium atrum
290309872	urn:lsid:faunaeur.org:taxname:66049	Syritta pipiens
290307844	urn:lsid:faunaeur.org:taxname:64515	Pullimosina pullula
290310273	urn:lsid:faunaeur.org:taxname:397061	Calliphora vicina
290308297	urn:lsid:faunaeur.org:taxname:63327	Conicera tibialis
290310414	urn:lsid:faunaeur.org:taxname:63906	Triphleba antricola
290309736	urn:lsid:faunaeur.org:taxname:63439	Megaselia ciliata
290307835	urn:lsid:faunaeur.org:taxname:186498	Silpha carinata
290309733	urn:lsid:faunaeur.org:taxname:63390	Megaselia altifrons
290310341	urn:lsid:faunaeur.org:taxname:63600	Megaselia longicostalis
290308290	urn:lsid:faunaeur.org:taxname:63324	Conicera similis
290309798	urn:lsid:faunaeur.org:taxname:139171	Musca domestica
290308301	urn:lsid:faunaeur.org:taxname:63819	Metopina heselhausi
290307833	urn:lsid:faunaeur.org:taxname:186337	Nicrophorus germanicus
290309870	urn:lsid:faunaeur.org:taxname:65768	Myathropa florea
290307188	urn:lsid:faunaeur.org:taxname:186546	Silpha tristis
290307850	urn:lsid:faunaeur.org:taxname:413481	Dermestes laniarius
290309606	urn:lsid:faunaeur.org:taxname:376492	Scutigerella immaculata
290310434	urn:lsid:faunaeur.org:taxname:66023	Sphegina montana
290310187	urn:lsid:faunaeur.org:taxname:174954	Liochthonius propinquus
290310929	urn:lsid:faunaeur.org:taxname:65655	Melanogaster parumplicata
290309773	urn:lsid:faunaeur.org:taxname:64831	Crumomyia rohaceki
290309002	urn:lsid:faunaeur.org:taxname:223719	Panorpa communis
290310342	urn:lsid:faunaeur.org:taxname:64666	Coproica ferruginata
290308707	urn:lsid:faunaeur.org:taxname:176741	Lucoppia burrowsi
290310344	urn:lsid:faunaeur.org:taxname:64755	Ischiolepta vaporariorum
290308721	urn:lsid:faunaeur.org:taxname:177528	Tectocepheus velatus
290310272	urn:lsid:faunaeur.org:taxname:413742	Anthrenus verbasci
290310743	urn:lsid:faunaeur.org:taxname:326539	Glomeris marginata
290310710		Ameroseius echinatus
290308616	urn:lsid:faunaeur.org:taxname:328546	Ophyiulus pilosus
290310417	urn:lsid:faunaeur.org:taxname:64650	Gonioneura spinipennis
290308624	urn:lsid:faunaeur.org:taxname:376483	Hanseniella nivea
290309779	urn:lsid:faunaeur.org:taxname:64639	Leptocera nigra
290308706	urn:lsid:faunaeur.org:taxname:175677	Galumna flagellata
290310418	urn:lsid:faunaeur.org:taxname:64746	Ischiolepta micropyga
290308714	urn:lsid:faunaeur.org:taxname:176521	Oppia nitens
290309789	urn:lsid:faunaeur.org:taxname:64433	Spelobia pseudosetaria
290308722	urn:lsid:faunaeur.org:taxname:176828	Zygoribatula connexa
290309778	urn:lsid:faunaeur.org:taxname:64637	Leptocera fontinalis
290308125	urn:lsid:faunaeur.org:taxname:175154	Ceratozetes conjunctus
290310386	urn:lsid:faunaeur.org:taxname:64669	Coproica hirtula
290310204	urn:lsid:faunaeur.org:taxname:175889	Hypochthonius luteus
290309786	urn:lsid:faunaeur.org:taxname:64417	Spelobia czizeki
290308720	urn:lsid:faunaeur.org:taxname:177525	Tectocepheus sarekensis
290308997	urn:lsid:faunaeur.org:taxname:229817	Anthicus antherinus
290308123	urn:lsid:faunaeur.org:taxname:176831	Zygoribatula exarata
290310834		Diploneura nitidula
290308699	urn:lsid:faunaeur.org:taxname:176286	Berniniella serratirostris
290309772	urn:lsid:faunaeur.org:taxname:64809	Crumomyia glabrifrons
290308713	urn:lsid:faunaeur.org:taxname:175619	Rhysotritia ardua
